HRS_1	CGCG	VCC	UGC	NGC	IC	Dist_Mpc	Type	E_BV	a	b	pa	FUVasy	e_FUVasy	NUVasy	e_NUVasy	logMstart	Flag12	S12	err12	Flag22	S22	err22	Flag100	S100	err100	Flag160	S160	err160	Flag250	S250	err_tot250	Flag350	S350	err_tot350	Flag500	S500	err_tot500	Npix250	Npix350	Npix500	err_inst250	err_inst350	err_inst500	err_conf250	err_conf350	err_conf500	err_sky250	err_sky350	err_sky500	Note
222	70199	1757	7803	4584	0	17	3	0.037	82.32	44.1	20	18.249	0.052	17.045	0.033	9.3	1	26.48	1.72	1	21.64	5.56	1	5.23E-01	2.28E-01	1	1.26E+00	2.01E-01	1	508.9	64.4	1	222.6	44	1	85.7	22.5	317	176	79	8.7	6.6	5.2	29.6	24.1	17.7	56.5	36.3	12.9	-
223	42186	1758	7802	0	0	17	10	0.029	76.79	40.11	55	17.492	0.051	16.999	0.031	8.62	1	10.69	1.51	0	0	12.58	1	3.46E-01	1.39E-01	1	6.12E-01	1.45E-01	1	475.8	76.5	1	278.6	42.4	1	122.5	24.6	268	151	67	8.1	6	4.9	27.2	22.3	16.3	71	35.5	17.7	-
224	42187	1760	7804	4586	0	17	3	0.037	181.86	48.72	115	-99.99	-99.99	16.775	0.037	10.22	1	73.2	2	1	36.57	9.83	1	2.21E+00	5.30E-01	1	2.81E+00	5.14E-01	1	2159	199.6	1	992.6	107.4	1	343.8	63.8	769	434	193	14.1	10.2	8.2	46.1	37.8	27.6	193.7	100	56.9	-
225	70202	1778	7817	0	3611	17	5	0.036	33.87	30.33	115	17.484	0.097	16.701	0.031	8.72	0	0	5.61	0	0	10.78	1	4.40E-02	2.50E-02	1	1.94E-01	3.80E-02	1	88.6	21.2	0	174	0	0	95.9	0	90	268	119	4.4	8	6.2	15.8	29.7	21.6	13.5	49.2	22.7	-
226	42191	1780	7821	4591	0	17	5	-99.99	82.32	37.38	40	16.502	0.05	16.068	0.03	9.31	1	60.9	1.5	1	58.5	3.48	1	1.72E+00	2.17E-01	1	2.47E+00	2.26E-01	1	1328.5	48.2	1	629.5	35.2	1	240.3	23.7	270	151	68	8.4	6.3	5.1	27.3	22.3	16.4	38.8	26.5	16.3	-
227	14091	0	7819	4592	0	15.27	10	0.022	241.5	63.42	95	13.816	0.05	13.479	0.03	9.16	1	103.66	11.47	1	112.6	29.61	1	5.65E+00	7.13E-01	1	6.24E+00	8.75E-01	1	4231.6	229.1	1	2463.5	131.5	1	1165.4	73.8	1340	756	335	18.4	13.6	11.1	60.9	49.9	36.4	220.1	120.9	63.2	-
228	0	0	0	0	0	17.13	13	-99.99	22.5	22.5	0	-99.99	-99.99	21.013	0.133	-99.99	0	0	5.35	0	0	14.52	0	1.11E-01	0.00E+00	0	1.13E-01	0.00E+00	0	37.7	0	0	32.3	0	0	19.3	0	28	16	7	3.1	2.5	2	10.9	9.3	6	5.5	4.8	1.4	-
229	70204	1809	7825	0	3631	17	5	0.038	46.2	46.2	0	-99.99	-99.99	16.725	0.031	8.89	0	0	14.63	0	0	22.89	0	3.68E-01	0.00E+00	0	3.57E-01	0.00E+00	0	206.9	0	0	92.8	0	0	59.2	0	186	104	46	6.5	5.1	4	22.6	18.2	13.3	64.8	24.4	14	-
230	99106	1811	7826	4595	0	17	5	0.037	90.72	59.64	110	15.337	0.051	14.903	0.03	9.15	1	114.65	5.27	1	86.29	6.94	1	3.52E+00	3.27E-01	1	3.77E+00	3.23E-01	1	2294.8	106.6	1	1048	72.1	1	373.4	31.9	474	262	120	11	8.4	6.4	36.2	29.4	21.8	99.6	65.3	22.4	-
231	70206	1813	7828	4596	0	17	1	-99.99	20	20	0	17.312	0.052	15.952	0.032	10.62	1	77.64	2.63	1	42.93	7.26	1	1.10E+00	1.13E-01	1	8.97E-01	1.25E-01	2	356.3	8.8	2	134.4	10.5	2	48.6	20.7	143	83	37	0	0	0	0	0	0	0	0	0	-
232	70213	1859	7839	4606	0	17	3	0.032	66.26	56.96	33	18.111	0.062	16.337	0.032	9.77	1	93.51	2.23	1	71.71	7.39	1	2.52E+00	2.89E-01	1	2.90E+00	2.80E-01	1	1524	87.1	1	611.4	48.2	1	205.9	35.6	325	185	80	10.6	6.9	5.2	30	24.7	17.8	81	40.8	30.4	-
233	70216	1868	7843	4607	0	17	5	0.032	163.77	56.8	4	18.146	0.053	17.158	0.031	9.6	1	237.34	6.23	1	232.54	13.66	1	8.11E+00	7.68E-01	1	1.07E+01	7.52E-01	1	5224.3	208.3	1	2203.1	107.2	1	751.4	68.4	809	450	199	21.1	12.6	9	47.3	38.5	28.1	201.7	99.3	61.7	-
234	70214	1869	7842	4608	0	17	1	-99.99	103.2	103.2	0	-99.99	-99.99	-99.99	-99.99	10.33	1	31.89	2.77	0	0	20.19	0	2.29E+00	0.00E+00	0	1.58E+00	0.00E+00	0	403.9	0	0	269.4	0	0	137.1	0	929	522	232	8.7	6.7	5.4	50.6	41.4	30.4	124.4	79.4	33.7	-
235	42205	1883	7850	4612	0	17	1	-99.99	51.84	51.84	0	-99.99	-99.99	16.7	0.045	9.93	1	18.75	0.82	0	0	11.21	0	3.43E-01	0.00E+00	0	5.79E-01	0.00E+00	0	102.9	0	0	104.7	0	0	56.9	0	234	131	58	4.5	3.5	2.8	25.4	20.9	15.5	22.6	27.8	10.5	-
236	70223	1903	7858	4621	0	17	0	-99.99	69.03	69.03	0	16.173	0.118	15.122	0.049	10.99	1	112.92	4.58	1	51.32	11.79	0	8.77E-01	0.00E+00	0	5.12E-01	0.00E+00	0	317.3	0	0	212.5	0	0	99.2	0	415	233	103	6.1	4.5	3.7	33.9	27.8	20.1	100	65	26	-
237	42208	1923	7871	4630	0	17	12	0.03	97.02	67.2	10	15.524	0.054	15.062	0.03	9.51	1	203.08	3.88	1	274.07	9.04	1	5.41E+00	7.03E-01	1	6.54E+00	6.11E-01	1	3453.6	164.2	1	1473.2	116.5	1	509.6	50.5	571	323	142	12.6	9.2	7.2	39.7	32.6	23.7	158.9	111.5	44	-
238	14109	0	7869	4629	0	15.94	11	0.037	57.96	51.66	80	-99.99	-99.99	-99.99	-99.99	8.46	1	7.52	2.02	0	0	20.48	1	6.95E-01	1.79E-01	1	5.81E-01	2.34E-01	1	351.5	58.3	1	187.9	36.9	1	87.7	20.7	260	151	66	7.7	6.2	4.9	26.8	22.3	16.2	51.2	28.7	12	-
239	99112	1932	7875	4634	0	17	8	0.028	119.14	51.03	156	16.487	0.05	15.749	0.03	9.57	1	361.84	8.04	1	309.15	10.64	1	1.19E+01	7.02E-01	1	1.36E+01	7.71E-01	1	6684.3	127.1	1	2739.4	86.4	1	938.7	33.1	533	297	136	23.3	12	8.1	38.4	31.3	23.2	118.9	79.7	22.2	-
240	70229	1938	7880	4638	0	17	1	-99.99	48.24	48.24	0	18.566	0.096	16.705	0.034	10.13	1	30.74	2.14	0	0	14.56	0	6.42E-01	0.00E+00	0	3.69E-01	0.00E+00	0	182.5	0	0	153.8	0	0	106.6	0	203	114	50	9.9	7.6	6.1	56.1	46	33.6	21.3	21.4	9.8	-
241	43002	1939	7878	4636	0	17	0	-99.99	36.7	35.25	90	-99.99	-99.99	14.72	0.041	10.98	1	78.08	5.14	1	32.3	5.74	1	3.10E-01	7.00E-02	1	3.20E-01	6.60E-02	1	97	30.8	1	40.8	22.8	0	26	0	111	66	27	3.2	2.6	1.2	17.5	14.7	6	25.1	17.1	6.2	-
242	70230	1943	7884	4639	0	17	6	0.026	134.4	84.42	123	14.717	0.051	14.373	0.03	9.85	1	181.53	16.37	1	140.16	23.84	1	6.59E+00	7.59E-01	1	7.27E+00	8.49E-01	1	4008.9	223	1	1916.3	163.4	1	764.8	75.2	994	558	250	16	11.4	9.3	52.4	42.9	31.5	216.2	157.3	67.6	-
243	15008	0	7895	4643	0	17	2	-99.99	130.39	126.57	135	-99.99	-99.99	15.829	0.037	10.57	1	147.01	17.22	0	0	111.84	1	6.73E-01	1.00E+00	1	3.35E+00	9.16E-01	1	3278.1	239.1	1	1635	182.9	1	618.5	85.2	1438	811	357	10.9	8.4	6.7	63.1	51.7	37.6	230.4	175.2	76.1	-
244	71015	1972	7896	4647	0	17	7	0.026	109.2	90.72	105	15.058	0.05	14.271	0.03	10.19	1	739.29	9.05	1	636.13	25.73	1	1.72E+01	1.26E+00	1	2.44E+01	1.41E+00	1	11627.9	191.5	1	4833	86.5	1	1612.2	51.6	861	488	215	11.9	7.9	6.1	48.8	40.1	29.2	184.8	76.3	42.2	-
245	71016	1978	7898	4649	0	17	0	-99.99	45.9	45.9	0	15.162	0.055	14.47	0.038	11.34	1	277.45	5.75	1	129.57	13.96	0	2.43E-01	0.00E+00	0	6.05E-01	0.00E+00	0	137.2	0	0	74.7	0	0	48.8	0	183	103	45	4.3	3.1	3.1	22.7	18.7	13.2	39.5	16.2	9	-
246	100004	0	7901	4651	0	17	7	0.027	163.8	115.92	80	14.04	0.05	13.582	0.03	10.13	1	698.8	40.49	1	587.34	31.65	1	1.79E+01	1.55E+00	1	2.30E+01	1.83E+00	1	12459.9	405.2	1	5559.6	214.2	1	2128.2	115.2	1653	932	411	22.6	15.3	12.5	67.6	55.4	40.3	398.9	206.3	107.1	-
247	71019	1987	7902	4654	0	17	8	0.026	209.58	109.2	128	13.686	0.05	13.25	0.03	10.14	1	1626.65	33.91	1	1670.09	94.73	1	4.17E+01	2.59E+00	1	5.54E+01	3.42E+00	1	27785.6	418.1	1	12088	272.4	1	4533.9	134.9	1996	1124	499	27.8	18.7	14.3	74.3	60.8	44.4	410.5	264.9	126.6	-
248	71023	2000	7914	4660	0	17	0	-99.99	22.5	22.5	0	18.043	0.075	16.372	0.039	10.05	1	34.1	2.07	1	20.24	5.31	0	1.42E-01	0.00E+00	0	1.42E-01	0.00E+00	0	39.4	0	0	27.5	0	0	19.5	0	44	24	11	1.8	1.5	1.3	10.9	8.9	6.3	7.1	1.6	1.1	-
249	71026	2006	7920	0	3718	17	5	0.029	38.48	30.98	72	18.271	0.052	16.873	0.034	9.01	0	0	5.92	0	0	14.15	1	2.08E-01	4.50E-02	1	8.80E-02	2.50E-02	1	153.5	25.8	1	83.6	20.5	1	27.5	11.5	102	60	24	4.7	4.1	3	16.8	14.1	9.7	19	14.4	5.4	-
250	43018	0	7924	4665	0	17	2	-99.99	108	108	0	17.585	0.059	15.872	0.049	10.58	1	63.67	5.95	0	0	48.63	0	2.45E+00	0.00E+00	0	2.56E+00	0.00E+00	0	1571.7	0	0	934.2	0	0	267.5	0	3117	1753	779	16.4	12.7	10.1	92.9	76	55.6	515.3	301.7	69	-
251	15015	0	7926	4666	0	21.61	7	-99.99	189	189	44	14.687	0.05	14.097	0.03	10.71	1	3724.87	35.39	1	3334.35	63	1	9.95E+01	5.08E+00	1	1.13E+02	5.79E+00	1	50616.9	226.4	1	20088.2	204	1	6816	70.7	1394	784	350	72.9	32.4	18.6	62.1	50.8	37.2	205.1	194.9	57.2	-
252	15016	0	7931	4668	0	23.13	9	0.025	99.89	51.79	5	15.374	0.05	14.971	0.03	9.13	1	44.55	4.27	1	49.7	12.83	1	1.66E+00	4.24E-01	1	1.73E+00	4.00E-01	1	1220.7	77	1	648	87	1	295.6	32.7	450	258	115	10.1	7.7	6.4	35.3	29.1	21.3	67.7	81.6	24	-
253	15019	0	7951	4684	0	21.29	1	-99.99	49.6	46.58	20	16.521	0.05	15.597	0.031	10.26	1	80.97	3.88	1	248.91	11.12	1	2.11E+00	1.76E-01	1	1.58E+00	1.25E-01	1	476.6	40.9	2	150.4	6	2	61.9	9	199	111	48	4.5	0	0	23.5	0	0	33.2	0	0	-
254	71043	2058	7965	4689	0	17	6	0.023	246.12	186.48	164	-99.99	-99.99	-99.99	-99.99	10.19	1	550.45	15.46	1	445.25	39.88	1	1.26E+01	3.50E+00	1	1.84E+01	3.81E+00	1	11189.7	781.8	1	4931.9	536.2	1	1734.5	245.2	4003	2254	1000	32.2	23.5	18.8	105.2	86.2	62.9	774	528.7	236.3	-
255	43028	0	7961	4688	0	17	8	-99.99	150.02	137.55	35	14.328	0.051	14.167	0.031	8.97	1	41.73	7.27	1	118.66	13.2	1	3.41E+00	1.43E+00	1	3.48E+00	6.13E-01	1	2203.5	393.5	1	1304.8	187.7	1	621.8	79.2	1948	1096	486	20.9	15.4	12.5	70.6	57.8	42.1	386.6	177.9	65.8	-
256	15023	0	0	4691	0	15.99	3	-99.99	83.41	74.11	105	13.903	0.05	13.409	0.03	9.98	1	875.5	11.61	1	1954.5	34.7	1	2.31E+01	1.21E+00	1	2.03E+01	1.10E+00	1	7379.6	79.9	1	2793.1	57.7	1	913.1	27.8	539	307	134	12.5	7.1	4.6	38.6	31.8	22.9	68.8	47.6	14.9	-
257	71045	2070	7970	4698	0	17	4	0.026	238.14	119.28	165	16.079	0.05	15.151	0.053	10.52	1	179.04	15.85	0	0	96.98	1	3.28E+00	9.08E-01	1	4.88E+00	8.94E-01	1	4785.2	434.5	1	2465.2	304.6	1	949.1	129	2481	1394	622	24.2	18.6	14.9	82.8	67.8	49.6	425.9	296.4	118.1	-
258	0	0	0	4697	0	17.73	0	-99.99	20	20	0	16.641	0.066	14.676	0.065	11.1	0	0	0	0	0	0	1	1.38E+00	1.31E-01	1	8.49E-01	1.32E-01	2	271.7	5	2	95.7	6	2	31.2	10	456	255	113	0	0	0	0	0	0	0	0	0	-
259	43034	0	7975	4701	0	17	8	0.029	151.2	125.58	40	-99.99	-99.99	-99.99	-99.99	9.27	1	207.65	58.29	1	206.69	30.66	1	6.58E+00	1.50E+00	1	7.76E+00	1.96E+00	1	4066.4	262.3	1	2118.2	141.8	1	945.3	87.7	1652	930	412	20.8	15.3	12.1	67.6	55.3	40.4	252.6	129.6	76.9	-
260	100011	0	7980	4710	0	17	1	-99.99	103.55	60.93	27	17.768	0.061	15.865	0.032	10.45	1	291.28	8.14	1	435.63	18.54	1	1.37E+01	7.71E-01	1	1.55E+01	9.20E-01	1	7119.3	156.8	1	2985.4	98.3	1	1035	42.6	552	307	136	22.5	9.1	5.2	39.1	31.8	23.2	150.1	92.5	35.3	-
261	43040	0	7982	0	0	16.54	9	0.035	147.4	53.55	180	17.625	0.052	16.933	0.031	9.42	1	64.04	8.21	1	38.5	12.03	1	1.18E+00	3.35E-01	1	2.73E+00	3.55E-01	1	1989.5	116.6	1	1039.7	124.3	1	415	59.3	683	387	174	13.8	9.7	7.9	43.4	35.7	26.2	107.4	118.7	52.6	-
262	43041	0	7985	4713	0	17	9	0.028	134.4	90.72	110	13.753	0.05	13.409	0.03	9.22	1	322.59	10.11	1	367.05	26.95	1	1.17E+01	1.37E+00	1	1.29E+01	1.08E+00	1	6725.1	188.9	1	3055	175.9	1	1160.3	101.7	1061	600	261	16.4	12.3	9.9	54.2	44.5	32.1	180.2	169.8	96	-
263	129027	0	7989	4725	0	17.27	4	0.012	440.87	404.41	35	13.071	0.05	12.87	0.03	10.92	1	1290.81	70.12	1	828.33	210.57	1	2.56E+01	5.42E+00	1	4.90E+01	5.14E+00	1	32493.1	2546.8	1	16657.1	2242.4	1	7142.4	1118.3	15566	8751	3884	60.8	46	36.9	207.5	169.8	123.9	2537.6	2235.5	1110.8	-
264	15027	0	7991	0	0	18.17	9	0.025	93.32	34.28	170	18.116	0.052	17.468	0.033	9.06	1	18.55	2.48	0	0	29.83	1	3.26E-01	1.36E-01	1	1.06E+00	9.90E-02	1	720.3	49	1	410	30.7	1	183.9	19.7	277	157	71	8.2	6.1	4.9	27.7	22.7	16.8	39.5	19.7	9	-
265	0	0	0	4720	0	21.49	13	0.026	57.72	44.46	115	-99.99	-99.99	15.188	0.03	-99.99	1	48.45	3.22	1	64.15	9.26	1	2.06E+00	2.43E-01	1	2.04E+00	1.48E-01	1	1018.4	43.8	1	438.1	32.2	1	143.9	18	223	121	55	8	5.9	4.4	24.8	20	14.8	35.1	24.6	9.3	-
266	0	0	0	4731	0	21.3	8	0.032	277.62	136.08	90	13.542	0.05	13.233	0.03	-99.99	1	239.51	26.89	1	257.92	70.41	1	8.20E+00	2.78E+00	1	1.28E+01	2.87E+00	1	7614.5	737.4	1	4064.4	425.7	1	1852.1	170	3294	1845	825	28.8	21.2	17.3	95.4	77.9	57.1	730.6	417.9	159.1	-
267	129028	0	8005	4747	0	16.84	8	0.01	165.9	76.02	30	15.629	0.05	15.179	0.03	9.5	1	148.3	5.79	1	211.37	22.46	1	3.83E+00	1.10E+00	1	6.22E+00	9.92E-01	1	3433.7	178.5	1	1717	101.8	1	701.1	53.4	1099	616	273	18.1	13.2	10.2	55.1	45.1	32.9	168.8	90.3	40.8	-
268	71060	0	8007	4746	0	17	5	0.036	92.65	51.87	120	16.028	0.05	15.501	0.03	9.42	1	411.09	12.46	1	431.88	22.87	1	1.20E+01	6.75E-01	1	1.36E+01	7.65E-01	1	6293.5	89.6	1	2690.4	61.5	1	985.3	25.4	418	238	107	20.9	11.2	7.3	34	28	20.6	80.2	53.6	12.9	-
269	71062	2092	8010	4754	0	17	1	-99.99	120.72	120.72	0	17.706	0.065	16.189	0.032	10.62	1	57.21	2.43	1	24.47	6.47	0	3.47E+00	0.00E+00	0	2.46E+00	0.00E+00	0	1035.2	0	0	830	0	0	291.8	0	1271	715	317	10.6	7.9	6.4	59.3	48.5	35.4	339.8	272.3	90.4	*
270	15029	0	8009	4753	0	17.7	13	0.033	202.63	120.65	105	17.364	0.133	15.141	0.086	10.93	1	370.7	17.2	1	196.26	33.21	1	8.06E+00	1.91E+00	1	1.18E+01	1.41E+00	1	6235.2	576.9	1	2691.3	256.7	1	964.5	107.8	2135	1196	533	25.8	18.1	14.6	76.8	62.8	45.9	571.2	248.2	96.5	-
271	100015	0	8014	4758	0	17	12	0.026	129.06	58.24	160	16.59	0.055	16.188	0.031	9.33	1	89.84	5.09	1	96.77	17.38	1	3.23E+00	4.49E-01	1	4.22E+00	4.49E-01	1	2735.8	140.6	1	1444.8	102.2	1	610.1	46.8	658	366	161	14	9.7	8.2	42.6	34.7	25.2	133.2	95.7	38.5	-
272	71065	2095	8016	4762	0	17	1	-99.99	208.8	208.8	0	17.417	0.084	15.262	0.036	10.59	1	68.85	6.46	1	29.34	8.97	0	1.29E+01	0.00E+00	0	1.07E+01	0.00E+00	0	1681.8	0	0	1453.7	0	0	663.2	0	3804	2140	951	18.4	13.9	11.3	102.6	83.9	61.5	550.8	477.1	212	-
273	15031	0	8020	4771	0	17	9	0.02	171.19	65.97	135	16.047	0.05	15.447	0.031	9.88	1	195.75	13.41	1	141.86	26.54	1	4.32E+00	8.02E-01	1	7.26E+00	8.29E-01	1	4701.2	189.2	1	2283.6	158.1	1	888.6	91.7	984	554	243	16.8	11.9	9.4	52.2	42.7	31	181.1	151.8	85.7	-
274	15032	0	8021	4772	0	17	3	0.027	117.51	44.19	145	16.896	0.063	15.848	0.041	10.25	1	106.2	16.49	1	61.26	19.02	1	1.20E+00	2.35E-01	1	3.00E+00	2.95E-01	1	2237	103.8	1	1120.7	68.7	1	438.9	33.5	456	255	114	11	7.8	6.9	35.5	29	21.2	96.9	61.8	25	-
275	0	0	0	4775	0	22.37	9	0.025	89.88	84	50	13.685	0.05	13.412	0.03	-99.99	1	286.93	9.85	1	316.08	37.76	1	1.05E+01	8.13E-01	1	1.05E+01	8.65E-01	1	5155.7	152.4	1	2383.8	99.2	1	903.3	53.6	661	368	167	12.7	9.6	7.7	42.8	34.8	25.7	145.8	92.3	46.4	-
276	71068	0	8022	4779	0	17	6	-99.99	88.2	76.86	10	15.334	0.05	14.902	0.03	9.35	1	164.42	5.88	1	221.9	18.38	1	4.50E+00	4.33E-01	1	4.36E+00	4.03E-01	1	2681	110.1	1	1228.5	90.4	1	452.5	44.9	588	330	150	12.2	9.3	7.2	40.3	33	24.4	101.7	83.7	37.1	-
277	43060	0	0	4791	0	17	17	0.034	50.4	33.6	65	18.037	0.084	17.679	0.035	8.91	1	13.66	1.54	0	0	10.51	1	3.76E-01	9.50E-02	1	6.90E-01	1.34E-01	1	240.8	44.1	1	100.1	29.6	1	39	16.7	150	85	38	6.1	4.6	3.7	20.4	16.7	12.3	38.6	24	10.7	-
278	71071	0	8032	0	0	16.01	5	0.036	115.82	39.12	165	18.845	0.694	18.117	0.043	9.31	1	36.19	2.15	1	25.01	2.91	1	1.10E+00	4.72E-01	1	1.51E+00	2.75E-01	3	998.3	106.5	3	452.6	45.7	3	159.3	30.8	393	218	97	10.3	7.4	5.9	33	26.8	19.6	100.7	36.3	23	*
279	15037	0	8041	0	0	17	9	-99.99	130.2	79.8	157	14.894	0.05	14.546	0.03	9.24	0	0	0	0	0	0	1	1.77E+00	7.55E-01	1	4.52E+00	5.64E-01	1	2762	189.7	1	1601.7	127.9	1	730.4	69.7	908	510	230	15	10.9	9.1	50.1	41	30.2	182.4	120.6	62.2	-
280	43066	0	8043	4799	0	17	5	0.034	72.9	38.8	90	17.122	0.05	16.485	0.031	9.48	1	116.81	2.93	1	94.35	12.05	1	3.51E+00	2.51E-01	1	3.97E+00	2.39E-01	1	1988.2	47.7	1	863.9	30.6	1	306.2	20	250	137	61	10.7	6.7	4.8	26.3	21.2	15.5	38.4	20.9	11.7	-
281	43068	0	8045	0	0	17	12	0.041	38.22	30.24	105	17.144	0.144	16.915	0.033	8.77	1	19.07	1.32	1	16.87	4.79	1	4.46E-01	9.40E-02	1	6.32E-01	9.30E-02	1	407.6	26.8	1	182.5	16.9	1	59.3	12.4	101	58	26	5	3.9	3.1	16.8	13.8	10.1	20.3	8.9	6.5	-
282	43069	0	0	4803	0	17	17	0.031	22.5	22.5	0	-99.99	-99.99	18.954	0.038	9.3	1	3.89	1.12	0	0	9.38	0	1.18E-01	0.00E+00	0	1.33E-01	0.00E+00	0	38.1	0	0	31	0	0	20.4	0	38	21	9	3	2.5	1.8	10.9	8.9	6.3	5.8	4.7	1.9	-
283	43071	0	8054	4808	0	17	8	0.037	110.8	70.02	127	14.619	0.053	14.192	0.03	9.49	1	585.17	12.77	1	565.62	98.46	1	1.59E+01	9.59E-01	1	1.98E+01	1.08E+00	1	9262.6	135.4	1	4010.6	81.2	1	1499.4	47.2	678	381	174	18	11.1	8.5	43.3	35.4	26.2	127	72.2	38.3	-
284	0	0	0	0	3908	18.51	9	0.035	90.72	43.55	170	-99.99	-99.99	16.7	0.039	-99.99	1	577.48	10.81	1	681.22	25.6	1	1.68E+01	8.83E-01	1	1.77E+01	9.08E-01	1	7546.1	68.3	1	2898.7	45.5	1	956	25.3	343	193	84	23.7	11.9	7.1	30.8	25.2	18.2	56.2	36	16.1	-
285	15049	0	8078	4845	0	17	4	0.02	218.4	68.88	100	17.249	0.143	16.355	0.035	10.46	1	486.45	13.21	1	583.24	29.37	1	2.28E+01	1.47E+00	1	2.71E+01	1.84E+00	1	13012.2	260.2	1	5510.5	167.6	1	1872.9	76.7	1310	736	330	65.2	27.5	13.9	60.2	49.2	36.1	244.6	157.9	66.2	-
286	71092	0	8102	4866	0	17	1	-99.99	294.74	54.95	87	16.867	0.122	16.296	0.04	10.45	1	52.22	3.53	0	0	29.67	1	9.61E-01	3.10E-01	1	1.54E+00	2.70E-01	1	1281.3	278.7	1	819.1	201.2	1	386.7	120.8	1417	798	351	13.8	10.4	8.4	76.3	62.8	45.3	267.7	190.9	111.7	-
287	15055	0	8121	4904	0	17	8	0.031	115.48	103.57	145	15.146	0.05	14.602	0.03	9.53	1	263.03	7.29	1	278.61	24.88	1	7.00E+00	7.74E-01	1	9.00E+00	9.49E-01	1	4592.5	129.8	1	2072.7	67.2	1	781.7	47.1	1046	588	261	16.3	12.1	9.6	53.8	44	32.1	117	49.3	33.1	-
288	0	0	0	4941	0	15.91	4	0.036	152.46	81.9	15	-99.99	-99.99	14.995	0.031	-99.99	1	334.76	16.05	1	434.2	27.92	1	5.34E+00	9.83E-01	1	9.14E+00	9.65E-01	1	5837.5	252.9	1	2699.8	148.8	1	998.4	63.3	1087	611	275	16.9	11.9	9.9	54.8	44.9	33	246.3	141.4	53.1	-
289	0	0	0	4981	0	23.97	6	0.042	115.5	85.68	149	14.732	0.054	14.207	0.03	-99.99	1	497.42	19.27	1	445.84	34.21	1	1.27E+01	9.47E-01	1	1.66E+01	1.07E+00	1	8041.8	151.6	1	3532.7	113.2	1	1296.2	60.7	864	483	214	16	10.9	8.8	48.9	39.9	29.1	142.6	105.4	52.5	-
290	189037	0	8271	5014	0	16.23	3	0.008	64.51	52.36	102	16.503	0.097	15.931	0.031	9.23	1	139.37	4.03	1	186.17	10.78	1	4.24E+00	2.76E-01	1	3.99E+00	3.21E-01	1	1650.4	54.3	1	652.2	45.7	1	220.4	26.3	313	173	79	10.5	7	5.6	28.5	23.1	17.2	44.9	38.8	19.1	-
291	217031	0	8388	5103	0	18.53	4	0.018	60.9	60.9	0	19.376	0.124	17.644	0.039	9.86	1	12.03	1.58	0	0	12.35	0	9.30E-01	0.00E+00	0	4.60E-01	0.00E+00	0	201.3	0	0	180.6	0	0	82.5	0	323	182	80	8.9	6.8	5.4	30	26.9	18.1	59.4	53.5	19.9	-
292	218010	0	8439	5145	0	17.5	5	0.012	84	74.76	85	16.547	0.055	16.165	0.058	9.8	1	482.47	3.25	1	511.19	17.06	1	1.28E+01	7.63E-01	1	1.26E+01	7.31E-01	1	5546.6	83.6	1	2235.1	72.1	1	719.9	45.8	546	311	138	23.5	12.2	7.6	38.9	32	23.4	70.1	63.5	38.6	-
293	16069	0	8443	5147	0	15.6	10	0.027	92.94	77.02	125	14.297	0.05	14.018	0.03	9.07	1	217.11	5.3	1	246.95	18.52	1	6.93E+00	5.85E-01	1	8.44E+00	5.71E-01	1	4384.8	108.6	1	2021.9	65.3	1	786.2	39.1	621	353	153	12.7	9.6	7.3	41.5	34.1	24.7	99.5	54.8	29.4	-
294	246017	0	8593	0	902	22.97	5	0.011	93.78	46.7	160	17.591	0.065	16.926	0.036	9.56	1	93.94	2.38	1	90.33	7.97	1	2.84E+00	3.02E-01	1	3.61E+00	2.88E-01	1	2098.3	56.3	1	1049.3	49	1	398.8	27.8	380	216	96	11.4	8.2	6	32.4	26.7	19.5	44.5	40.2	18.9	-
295	73054	0	8616	5248	0	16.46	6	0.035	260.4	187.74	140	13.46	0.05	13.078	0.03	10.43	1	2426.32	24.98	1	2475.36	104.41	1	5.93E+01	6.47E+00	1	7.68E+01	5.36E+00	1	38865.7	1154.7	1	16601.7	673	1	5922.3	288.8	4264	2406	1075	49.1	30.5	21.3	108.6	89	65.2	1148.6	666.4	280.6	-
296	190041	0	8675	5273	0	15.2	1	-99.99	56.83	56.06	95	18.05	0.069	16.492	0.038	9.95	1	62.96	2.55	1	94.6	9.72	1	1.02E+00	3.42E-01	1	9.13E-01	1.03E-01	1	419	41.2	1	211.2	34.9	1	100	19.4	282	154	69	5	3.9	3.1	27.9	22.5	16.5	29.8	26.4	9.7	-
297	246023	0	8711	5301	0	21.54	6	0.017	181.89	71.56	150	15.658	0.05	15.018	0.03	9.99	1	325.35	10.43	1	283.06	17.63	1	9.13E+00	9.52E-01	1	1.36E+01	8.34E-01	1	7826.9	169.3	1	3747.1	109.7	1	1514.6	74.6	1133	637	282	19.6	13.1	10.3	56	45.8	33.4	158.6	98.8	65.9	-
298	218047	0	8725	5303	0	20.27	13	0.014	65.32	53.11	85	15.267	0.053	14.917	0.03	9.11	1	242.25	5.01	1	283.36	10.39	1	5.86E+00	3.78E-01	1	6.45E+00	3.85E-01	1	2629.9	71.4	1	1049.1	33.2	1	352.6	20.9	304	168	77	12.2	7.3	5.6	29	23.5	17.5	64.1	22.3	10	-
